seine_id,survey_id,set_number,year,survey_date,region,zone,site_id,site_name,Sockeye,Pink,Chum,Coho,Sockeye_density,Pink_density,Chum_density,Coho_density
DE520N2,DE520,2,2018,2018-06-04T00:00:00Z,DI,C,D09,Okisollo Channel,3,3,16,0,8.080228018492267e-4,8.080228018492267e-4,0.0043094549431958755,0
DE520N3,DE520,3,2018,2018-06-04T00:00:00Z,DI,C,D09,Okisollo Channel,8,56,56,0,0.0021547274715979377,0.015083092301185564,0.015083092301185564,0
DE521N1,DE521,1,2018,2018-06-05T00:00:00Z,DI,W,D27,Granite Point,48,302,132,0,0.012928364829587627,0.08134096205282215,0.03555300328136597,0
JE414N1,JE414,1,2018,2018-06-07T00:00:00Z,JS,S,J09,Blinkhorn Peninsula,488,203,81,33,0.1314383757674742,0.05467620959179767,0.02181661564992912,0.008888250820341493
DE522N1,DE522,1,2018,2018-06-07T00:00:00Z,DI,E,D10,Hall Point,450,1060,1060,30,0.121203420277384,0.28550138998672675,0.28550138998672675,0.008080228018492267
DE523N1,DE523,1,2018,2018-06-11T00:00:00Z,DI,C,D09,Okisollo Channel,14,1080,257,0,0.003770773075296391,0.29088820866572157,0.06922062002508375,0
DE523N2,DE523,2,2018,2018-06-11T00:00:00Z,DI,C,D09,Okisollo Channel,7,0,0,0,0.0018853865376481955,0,0,0
DE523N3,DE523,3,2018,2018-06-11T00:00:00Z,DI,C,D09,Okisollo Channel,31,340,150,2,0.008349568952442009,0.09157591754291236,0.04040114009246133,5.386818678994844e-4
JE415N1,JE415,1,2018,2018-06-12T00:00:00Z,JS,N,J02,Swanson Island,40,480,240,0,0.010773637357989689,0.12928364829587627,0.06464182414793813,0
JE415N2,JE415,2,2018,2018-06-12T00:00:00Z,JS,N,J02,Swanson Island,8,26,22,0,0.0021547274715979377,0.007002864282693298,0.005925500546894329,0
DE524N1,DE524,1,2018,2018-06-12T00:00:00Z,DI,W,D27,Granite Point,5,235,235,1,0.0013467046697487111,0.06329511947818942,0.06329511947818942,2.693409339497422e-4
DE525N1,DE525,1,2018,2018-06-12T00:00:00Z,DI,W,D22,McMullen Point,20,4060,1740,1,0.0053868186789948445,1.0935241918359535,0.46865322507255147,2.693409339497422e-4
DE526N1,DE526,1,2018,2018-06-13T00:00:00Z,DI,E,D10,Hall Point,1,360,40,0,2.693409339497422e-4,0.0969627362219072,0.010773637357989689,0
JE419N1,JE419,1,2018,2018-06-14T00:00:00Z,JS,S,J09,Blinkhorn Peninsula,27,537,537,0,0.00727220521664304,0.14463608153101157,0.14463608153101157,0
JE420N1,JE420,1,2018,2018-06-20T00:00:00Z,JS,N,J02,Swanson Island,8,46,34,0,0.0021547274715979377,0.012389682961688141,0.009157591754291235,0
DE532N3,DE532,3,2018,2018-06-20T00:00:00Z,DI,E,D10,Hall Point,15,1242,2288,0,0.004040114009246133,0.3345214399655798,0.6162520568770102,0
JE421N1,JE421,1,2018,2018-06-21T00:00:00Z,JS,S,J09,Blinkhorn Peninsula,17,359,359,0,0.0045787958771456175,0.09669339528795745,0.09669339528795745,0
JE421N2,JE421,2,2018,2018-06-21T00:00:00Z,JS,S,J09,Blinkhorn Peninsula,376,909,545,0,0.10127219116510307,0.24483090896031567,0.14679080900260952,0
JE422N1,JE422,1,2018,2018-06-23T00:00:00Z,JS,N,J03,Cracroft Point,5,219,99,3,0.0013467046697487111,0.05898566453499354,0.02666475246102448,8.080228018492267e-4
JE422N2,JE422,2,2018,2018-06-23T00:00:00Z,JS,N,J03,Cracroft Point,12,131,87,0,0.003232091207396907,0.03528366234741623,0.023432661253627574,0
JE423N1,JE423,1,2018,2018-06-28T00:00:00Z,JS,S,J09,Blinkhorn Peninsula,1,45,3,0,2.693409339497422e-4,0.0121203420277384,8.080228018492267e-4,0
JE423N2,JE423,2,2018,2018-06-28T00:00:00Z,JS,S,J09,Blinkhorn Peninsula,4,297,208,0,0.0010773637357989689,0.07999425738307343,0.05602291426154638,0
DE534N2,DE534,2,2018,2018-06-26T00:00:00Z,DI,W,D27,Granite Point,1,212,12,0,2.693409339497422e-4,0.05710027799734535,0.003232091207396907,0
JE425N1,JE425,1,2018,2018-06-29T00:00:00Z,JS,N,J02,Swanson Island,100,200,200,0,0.026934093394974223,0.053868186789948445,0.053868186789948445,0
JE426N1,JE426,1,2018,2018-07-03T00:00:00Z,JS,N,J03,Cracroft Point,1,185,185,0,2.693409339497422e-4,0.04982807278070231,0.04982807278070231,0
