ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status,lice_qc_flag,qc_comments,survey_date,site_id,region,cal_cope_field,lep_cope_field,chal_a_field,chal_b_field,cal_mot_field,cm_field,cpaf_field,caf_field,cgf_field,lpam_field,lpaf_field,lam_field,laf_field,lgf_field,unid_cope_field,unid_chal_field,chal_scar,mot_scar,pred_scar,hemorrhaging,eroded_gill_plate,grazed_gill_plate,mate_guarding,pinched_belly,comments_fish_health_field,licing_protocol_field,qc_flag,flag_reason
U16674,JE417N1,PI,P1068,NA,NA,119,23,15,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16675,JE417N1,PI,P1068,NA,NA,116,22,18.8,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16676,JE417N1,PI,P1068,NA,NA,121,24,17.8,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16677,JE417N1,PI,P1068,NA,NA,121,24,18.6,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16678,JE417N1,PI,P1068,NA,NA,106,21,12.8,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16679,JE417N1,PI,P1068,NA,NA,116,22,17.6,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16680,JE417N1,PI,P1068,NA,NA,121,24,16,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16601,JE417N1,CU,P1061,NA,NA,124,24,17.6,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16602,JE417N1,CU,P1061,NA,NA,125,25,18.4,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16603,JE417N1,CU,P1061,NA,NA,103,21,9.8,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,eye,salmoncoast_motiles,NA,NA
U16604,JE417N1,CU,P1061,NA,NA,131,26,20.4,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16605,JE417N1,CU,P1061,NA,NA,116,24,15.4,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16606,JE417N1,CU,P1061,NA,NA,129,26,20.2,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16607,JE417N1,CU,P1061,NA,NA,130,27,20.2,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16608,JE417N1,CU,P1061,NA,NA,128,24,18,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16609,JE417N1,CU,P1061,NA,NA,125,26,19.4,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16610,JE417N1,CU,P1061,NA,NA,117,21,15.2,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16971,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16972,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16973,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16974,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16975,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16976,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16977,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16978,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16979,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16980,JE417N1,SO,P1098,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16841,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16842,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16843,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16844,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16845,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16846,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16847,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16848,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16849,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16850,JE417N1,CO,P1085,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16991,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16992,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16993,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16994,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16995,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16996,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16997,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16998,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16999,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17000,JE417N1,SO,P1100,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-31,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16881,JE418N1,SO,P1089,07:15:00,07:32:00,137,27,34,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,2,0,14,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16882,JE418N1,SO,P1089,07:16:00,07:37:00,111,23,14.4,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16883,JE418N1,SO,P1089,07:31:00,07:42:00,101,19,13.2,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16884,JE418N1,SO,P1089,07:35:00,07:49:00,129,25,18.2,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16885,JE418N1,SO,P1089,07:38:00,07:49:00,96,19,9,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16886,JE418N1,SO,P1089,07:42:00,07:52:00,114,21,13.2,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16887,JE418N1,SO,P1089,07:44:00,07:59:00,128,25,22,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16888,JE418N1,SO,P1089,07:47:00,07:59:00,147,28,26,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16889,JE418N1,SO,P1089,07:54:00,08:11:00,138,26,22,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16890,JE418N1,SO,P1089,07:54:00,08:11:00,138,26,19.8,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16731,JE418N1,PI,P1074,NA,NA,111,23,13.5,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16732,JE418N1,PI,P1074,NA,NA,125,23,15.8,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16733,JE418N1,PI,P1074,NA,NA,113,19,10.4,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,bird,salmoncoast_motiles,NA,NA
U16734,JE418N1,PI,P1074,NA,NA,130,25,17.4,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16735,JE418N1,PI,P1074,NA,NA,138,23,19.2,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,1,0,0,0,0,0,bird,salmoncoast_motiles,NA,NA
U16736,JE418N1,PI,P1074,NA,NA,121,23,13.4,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16737,JE418N1,PI,P1074,NA,NA,120,23,12.4,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16738,JE418N1,PI,P1074,NA,NA,130,22,16.6,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,2,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16739,JE418N1,PI,P1074,NA,NA,131,28,17.2,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16740,JE418N1,PI,P1074,NA,NA,114,22,12.6,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,2,2,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16981,JE418N1,CU,P1099,NA,NA,122,23,14.6,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16982,JE418N1,CU,P1099,NA,NA,108,23,10.4,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,CP (wound / lesion),salmoncoast_motiles,NA,NA
U16983,JE418N1,CU,P1099,NA,NA,132,25,17.8,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16984,JE418N1,CU,P1099,NA,NA,121,23,14.6,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,fish,salmoncoast_motiles,NA,NA
U16985,JE418N1,CU,P1099,NA,NA,129,24,16.4,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16986,JE418N1,CU,P1099,NA,NA,113,21,11,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16987,JE418N1,CU,P1099,NA,NA,129,27,16.8,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16988,JE418N1,CU,P1099,NA,NA,117,23,12,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,1,1,0,0,0,0,"bird, ANF",salmoncoast_motiles,NA,NA
U16989,JE418N1,CU,P1099,NA,NA,107,21,9.8,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,ANF,salmoncoast_motiles,NA,NA
U16990,JE418N1,CU,P1099,NA,NA,137,28,24,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16501,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16502,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16503,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16504,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16505,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16506,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16507,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16508,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16509,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16510,JE418N1,SO,P1051,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16541,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16542,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16543,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16544,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16545,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16546,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16547,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16548,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16549,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16550,JE418N1,SO,P1055,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-03,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
