package_id,seine_id,pkg_species,number_of_fish,field_liced_status,pkg_time_out,pkg_time_dewar,pkg_preservation_status,pkg_location,freezer_type,freezer_number,freezer_shelf,freezer_section,pkg_comments
P1077,JE421N1,SO,7,N,10:16:00,10:39:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1064,JE421N1,HE,10,N,10:33:00,11:06:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1080,JE421N2,SO,10,N,12:21:00,12:51:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1093,JE421N2,SO,3,N,12:47:00,12:58:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1096,JE422N1,SO,5,Y,07:30:00,08:24:00,1,Quadra Prep Lab,-80,3,2,NA,"Fin clips 543 and 544 are switched. 543 is U16954, 544 is U16953"
P1062,JE422N1,PI,10,Y,07:34:00,08:16:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1092,JE422N1,CU,10,Y,08:16:00,08:50:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1070,JE422N1,CO,1,N,09:05:00,09:11:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1059,JE422N2,SO,5,Y,10:39:00,11:17:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1094,JE422N2,SO,7,N,11:18:00,11:41:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1054,JE422N2,HE,1,N,11:29:00,11:33:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1190,JE423N1,SO,1,Y,07:10:00,07:32:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1194,JE423N1,PI,10,Y,07:28:00,07:53:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1174,JE423N2,CU,10,Y,09:10:00,10:17:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1195,JE423N2,SO,4,Y,09:16:00,10:09:00,1,Quadra Prep Lab,-80,3,2,NA,Few sockeye. Each Sample was put in dewar immediately after fin clips were extracted.
P1185,JE423N2,CK,1,N,09:30:00,09:35:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1147,DE533N2,PI,10,Y,10:16:00,10:36:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1117,DE533N2,CU,10,Y,09:49:00,10:21:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1105,DE534N2,SO,1,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1119,DE534N2,PI,10,Y,09:14:00,09:38:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1139,DE534N2,CU,10,Y,09:28:00,10:03:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1149,DE534N2,CK,1,N,09:50:00,09:56:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1138,DE535N1,PI,10,Y,07:32:00,07:52:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1135,DE535N1,CU,10,Y,07:34:00,08:03:00,1,Quadra Prep Lab,-80,3,2,NA,CHUM U17341 was out way earlier thn the rest. CHUM U17341 was out @07:52
P1108,DE536N1,SO,2,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NON STANDARD SURVEY (SETTING FOR TAGGING CREW AND FOUND SOCKEYES)
P1140,DE536N1,CU,1,Y,11:25:00,11:34:00,1,Quadra Prep Lab,-80,3,2,NA,NON STANDARD SURVEY (SETTING FOR TAGGING CREW AND FOUND SOCKEYES)
P1005,DE537N1,PI,10,Y,07:36:00,07:50:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1040,DE537N1,CU,1,Y,07:44:00,07:52:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1091,JE426N1,SO,1,Y,08:55:00,09:10:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1156,JE426N1,PI,10,Y,07:31:00,08:17:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1164,JE426N1,CU,10,Y,08:15:00,08:47:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1165,JE426N1,HE,1,N,08:11:00,08:17:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1150,DE538N2,PI,6,Y,08:13:00,08:29:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1102,DE538N2,CU,1,Y,08:09:00,08:14:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1144,DE538N2,HE,1,N,08:20:00,08:29:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1032,DE538N2,CK,2,N,08:22:00,08:30:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1169,JE427N1,PI,10,Y,07:27:00,07:53:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1157,JE427N1,CU,10,Y,07:49:00,08:17:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1129,DE539N2,PI,10,Y,08:02:00,08:27:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1145,DE539N2,CU,10,Y,08:17:00,08:42:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1188,JE428N1,SO,1,Y,07:24:00,07:37:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1161,JE428N1,PI,10,Y,06:49:00,07:26:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1172,JE428N1,CU,10,Y,07:20:00,08:04:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1193,JE428N1,CO,1,N,07:52:00,07:58:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1167,JE429N1,SO,1,Y,10:39:00,10:50:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1198,JE429N1,CU,10,Y,09:52:00,10:20:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1151,JE429N1,PI,10,Y,10:17:00,10:47:00,1,Quadra Prep Lab,-80,1,2,R,NA
P1104,DE540N1,CK,1,N,08:57:00,09:06:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1114,DE540N1,PI,10,Y,08:46:00,09:05:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1123,DE541N1,PI,10,Y,09:39:00,10:05:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1113,DE541N1,CU,6,Y,09:16:00,09:45:00,1,Quadra Prep Lab,-80,3,2,NA,NA
