"date.processed
",universal.fish.number,date,site.id,species,number,cwt,adipose,weight(g),standard.length(mm),fork.length(mm),cm,cpaf,caf,gc,gl,laf,palf,palm,lam,ucal,ulep,rna.tray.id,rna.tray.row,rna.tray.column,fa.box,fa.well,isotope.box,isotope.well,dna.box,dna.well,stomach.tray,otololith.box,otolith.well,scale.book,scale.location,carcass.bag,initials.of.dissector,mins.to.process,PHOTO.NUMBER,"comments:processing(thawed.sampled,etc)",comments:sample(condition.of.fish.and.tissues),qc.data
2016-06-09,1791,16-06-14,D09,SO,12,none,none,9,,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-07-06,1533,16-06-25,J06,SO,18,NA,none,19.2,,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,F,4,SO26,14,SO31,87,NA,NA,65,SO20,44,29,48,3,YK,,,,,BK
2016-07-06,1541,16-06-25,J06,SO,17,NA,none,15,,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,1,SO26,15,SO31,89,NA,NA,64,SO20,45,35,45,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-06,1534,16-06-25,J06,SO,16,NA,none,12,,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,E,4,SO26,16,SO31,92,NA,NA,65,SO20,46,29,47,3,YK,,,,,BK
2016-07-06,1542,16-06-25,J06,SO,11,NA,none,13.2,,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,1,SO26,17,SO31,94,NA,NA,64,SO20,47,35,46,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-06,1543,16-06-25,J06,SO,12,NA,none,18.3,,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,1,SO26,18,SO31,96,NA,NA,64,SO20,48,35,47,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-06,1535,16-06-25,J06,SO,15,NA,none,13.8,,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,D,4,SO26,19,SO31,98,NA,NA,65,SO20,49,29,46,3,YK,,,,,BK
2016-07-06,1544,16-06-24,J08,SO,5,NA,none,12.1,,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,1,SO26,21,SO31,100,NA,NA,64,SO20,50,35,48,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-06,1536,16-06-24,J08,SO,1,NA,none,10,,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,C,4,SO26,22,SO32,1,NA,NA,65,SO20,51,29,45,3,YK,,,,,BK
2016-07-06,1545,16-06-24,J08,SO,6,NA,none,15.8,,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,1,SO26,23,SO32,3,NA,NA,64,SO20,52,35,49,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-06,1537,16-06-24,J08,SO,7,NA,none,16,,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,B,4,SO26,24,SO32,5,NA,NA,65,SO20,53,29,44,3,YK,,,,,BK
2016-07-06,1546,16-06-24,J08,SO,8,NA,none,14.9,,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,2,SO26,25,SO32,7,NA,NA,64,SO20,54,35,50,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1538,16-06-24,J08,SO,2,NA,none,13,,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,A,4,SO26,26,SO32,8,NA,NA,65,SO20,55,29,43,3,YK,,,,,BK
2016-07-07,1547,16-06-24,J08,SO,3,NA,none,13.9,,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,2,SO26,27,SO32,12,NA,NA,64,SO20,56,36,1,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1539,16-06-24,J08,SO,4,NA,none,12,,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,3,SO26,29,SO32,14,NA,NA,65,SO20,58,29,42,3,YK,,,,,BK
2016-07-07,1548,16-06-24,J08,SO,10,NA,none,13.3,,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,2,SO26,28,SO32,14,NA,NA,64,SO20,57,36,2,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1549,16-06-24,J08,SO,9,NA,none,11.4,,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,2,SO26,31,SO32,18,NA,NA,64,SO20,59,36,3,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1540,16-06-02,J09,SO,12,NA,none,10.2,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,3,SO26,32,SO32,20,NA,NA,65,SO20,60,29,41,3,YK,,,,,BK
2016-07-07,1550,16-06-02,J09,SO,19,NA,none,8.4,,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,2,SO26,33,SO32,21,NA,NA,64,SO20,61,36,4,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1551,16-06-02,J09,SO,13,NA,none,8,,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,3,SO26,34,SO32,23,NA,NA,65,SO20,62,38,1,3,YK,,,,,BK
2016-07-07,1552,16-06-02,J09,SO,17,NA,none,8.6,,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,3,SO26,35,SO32,25,NA,NA,65,SO20,64,38,2,3,YK,,,,Caudal fin broken,BK
2016-07-07,1561,16-06-02,J09,SO,11,NA,none,7.4,,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,2,SO26,36,SO32,27,NA,NA,64,SO20,63,36,5,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1562,16-06-02,J09,SO,15,NA,none,7,,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,2,SO26,37,SO32,29,NA,NA,64,SO20,65,36,6,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1553,16-06-02,J09,SO,18,NA,none,8.6,,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,3,SO26,38,SO32,32,NA,NA,65,SO20,66,38,3,3,YK,,,,,BK
2016-07-07,1563,16-06-02,J09,SO,16,NA,none,9.1,,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,2,SO26,39,SO32,34,NA,NA,64,SO20,67,36,7,3,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1554,16-06-02,J09,SO,14,NA,none,9.1,,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,3,SO26,41,SO32,36,NA,NA,65,SO20,68,38,4,3,YK,,,,,BK
2016-07-07,1555,16-06-02,J09,SO,20,NA,none,11.4,,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,3,SO26,42,SO32,38,NA,NA,65,SO20,69,38,5,4,YK,,,,,BK
2016-07-07,1564,16-05-28,J02,SO,20,NA,none,7.9,,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,4,SO26,43,SO32,40,NA,NA,64,SO20,70,36,8,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,Tim needs to add comment from datasheet
2016-07-07,1556,16-06-23,J10,SO,21,NA,none,10.1,,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,3,SO26,44,SO32,41,NA,NA,65,SO20,70,38,6,4,YK,,,,"Fish thawed in field. Not suitable for RNA, stable isotope, or FA",BK
2016-07-07,1425,16-05-28,J02,SO,22,NA,none,8.5,,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,12,SO26,45,SO32,43,NA,NA,66,SO20,73,37,1,4,SJ,0:35:00,,,,SJ
2016-07-07,1565,16-05-28,J02,SO,30,NA,none,9.9,,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,4,SO26,46,SO32,45,NA,NA,66,SO20,72,36,9,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1566,16-05-28,J02,SO,23,NA,none,9.3,,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,4,SO26,48,SO32,47,NA,NA,66,SO20,75,36,10,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1426,16-05-28,J02,SO,26,NA,none,8.9,,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,12,SO26,47,SO32,49,NA,NA,66,SO20,74,37,2,4,SJ,0:30:00,,,,SJ
2016-07-07,1427,16-05-28,J02,SO,27,NA,none,10.3,,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,12,SO26,50,SO32,52,NA,NA,66,SO20,77,37,3,4,SJ,0:35:00,,Cut too deep to open inside cavity. Cut heart and spleen accidentaly with outside scalpel. Possible contamination.,,SJ
2016-07-07,1567,16-05-28,J02,SO,24,NA,none,8.4,,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,4,SO26,51,SO32,54,NA,NA,66,SO20,76,36,11,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1557,16-05-28,J02,SO,28,NA,none,14.5,,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,5,SO26,52,SO32,56,NA,NA,65,SO20,78,38,7,4,YK,,,,,BK
2016-07-07,1568,16-05-28,J02,SO,25,NA,none,10.2,,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,4,SO26,53,SO32,58,NA,NA,66,SO20,79,36,12,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1558,16-05-28,J02,SO,29,NA,none,10.9,,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,5,SO26,54,SO32,60,NA,NA,65,SO20,80,38,8,4,YK,,,,,BK
2016-07-07,1569,16-06-14,D09,SO,4,NA,none,11.8,,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,4,SO26,55,SO32,61,NA,NA,66,SO20,81,36,13,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-07,1570,16-06-14,D09,SO,5,NA,none,9.9,,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,4,SO26,56,SO32,70,NA,NA,66,SO20,82,36,14,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-08,1571,16-06-14,D09,SO,6,NA,none,10.1,,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,4,SO26,57,SO32,65,NA,NA,66,SO20,83,36,15,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-08,1572,16-06-14,D09,SO,9,NA,none,10.5,,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,5,SO26,58,SO32,67,NA,NA,66,SO20,84,36,16,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-08,1573,16-06-14,D09,SO,8,NA,none,9.2,,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,5,SO26,59,SO32,69,NA,NA,66,SO20,85,36,17,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-08,1574,16-06-14,D09,SO,2,NA,none,9.2,,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,5,SO26,61,SO32,72,NA,NA,66,SO20,86,36,18,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-08,1575,16-06-14,D09,SO,7,NA,none,9.8,,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,5,SO26,62,SO32,74,NA,NA,66,SO20,87,36,19,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-08,1576,16-06-14,D09,SO,1,NA,none,9.5,,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,5,SO26,63,SO32,76,NA,NA,66,SO20,88,36,20,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-08,1577,16-06-14,D09,SO,3,NA,none,10,,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,5,SO26,64,SO32,78,NA,NA,66,SO20,89,36,21,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-08,1578,16-06-14,D09,SO,10,NA,none,8.7,,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,6,SO26,65,SO32,80,NA,NA,66,SO20,90,36,22,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,SJ
2016-07-08,1579,16-06-02,J10,SO,21,NA,none,10,,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,6,SO26,66,SO32,81,NA,NA,66,SO20,91,36,23,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-08,1580,16-06-02,J10,SO,30,NA,none,7.6,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,6,SO26,67,SO32,83,NA,NA,66,SO20,92,36,24,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-08,1581,16-06-02,J10,SO,24,NA,none,10.6,,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,6,SO26,68,SO32,85,NA,NA,66,SO20,93,36,25,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-08,1582,16-06-02,J10,SO,29,NA,none,7.5,,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,6,SO26,69,SO32,87,NA,NA,66,SO20,94,36,26,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-08,1583,16-06-02,J10,SO,23,NA,none,8,,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,6,SO26,71,SO32,90,NA,NA,66,SO20,95,36,27,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-08,1584,16-06-02,J10,SO,25,NA,none,10.5,,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,6,SO26,72,SO32,92,NA,NA,66,SO20,96,36,28,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-08,1585,16-06-02,J10,SO,28,NA,none,8,,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,6,SO26,73,SO32,94,NA,NA,65,SO20,97,36,29,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-08,1586,16-06-02,J10,SO,22,NA,none,9.7,,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,8,SO26,74,SO32,96,NA,NA,65,SO20,98,36,30,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1514,16-06-02,J10,SO,26,NA,none,7.7,,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,7,SO26,75,SO32,98,NA,NA,63,SO20,99,38,9,5,BK,34,,1 OTHITH BROKE,,TS
2016-07-12,1587,16-06-02,J10,SO,27,NA,none,8.5,,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,8,SO26,76,SO32,100,NA,NA,65,SO20,100,36,31,4,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1515,16-06-07,D22,SO,6,NA,none,9,,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,7,SO26,77,SO33,1,NA,NA,63,SO21,1,38,10,5,BK,21:12:00,,,,TS
2016-07-12,1588,16-06-07,D22,SO,9,NA,none,7.9,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,8,SO26,78,SO33,3,NA,NA,65,SO21,2,36,32,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1516,16-06-07,D22,SO,5,NA,none,9.5,,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,7,SO26,79,SO33,5,NA,NA,68,SO21,3,38,11,5,BK,19:39:00,,,,TS
2016-07-12,1589,16-06-07,D22,SO,10,NA,none,12.3,,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,8,SO26,81,SO33,7,NA,NA,65,SO21,4,36,33,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1517,16-06-07,D22,SO,4,NA,none,9,,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,7,SO26,82,SO33,9,NA,NA,68,SO21,5,38,12,5,BK,21:53:00,,,,TS
2016-07-12,1590,16-06-07,D22,SO,3,NA,none,10.2,,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,8,SO26,83,SO33,12,NA,NA,67,SO21,6,36,34,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1518,16-06-07,D22,SO,8,NA,none,11.2,,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,7,SO26,84,SO33,14,NA,NA,68,SO21,7,38,13,5,BK,35:41 (LABEL & BREAK),,,,TS
2016-07-12,1519,16-06-07,D22,SO,7,NA,none,10.7,,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,7,SO26,85,SO33,16,NA,NA,68,SO21,8,38,14,5,BK,19:22:00,,,,TS
2016-07-12,1601,16-06-07,D22,SO,1,NA,none,8.2,,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,8,SO26,86,SO33,18,NA,NA,67,SO21,9,36,35,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1520,16-06-07,D22,SO,2,NA,none,6.5,,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,7,SO26,87,SO33,20,NA,NA,68,SO21,11,38,15,5,BK,20:53:00,,,,TS
2016-07-12,1602,16-05-27,J01,SO,28,NA,none,8.9,,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,8,SO26,88,SO33,21,NA,NA,67,SO21,10,36,36,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1591,16-05-27,J01,SO,21,NA,none,10.8,,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,7,SO26,89,SO33,23,NA,NA,68,SO21,12,38,16,5,BK,32:57 (COOL BOX),,STOMACH FELL APART DURING DISECTION ,,TS
2016-07-12,1603,16-05-27,J01,SO,23,NA,none,10.5,,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,8,SO26,90,SO33,25,NA,NA,67,SO21,13,36,37,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1592,16-05-27,J01,SO,29,NA,none,8.4,,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,9,SO27,1,SO33,27,NA,NA,68,SO21,14,38,17,5,BK,19:42:00,,,,TS
2016-07-12,1604,16-05-27,J01,SO,27,NA,none,8.8,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,10,SO27,2,SO33,29,NA,NA,67,SO21,15,36,38,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1593,16-05-27,J01,SO,24,NA,none,12.5,,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,9,SO27,3,SO33,32,NA,NA,68,SO21,16,38,18,5,BK,17:30:00,,,,TS
2016-07-12,1605,16-05-27,J01,SO,26,NA,none,9.4,,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,10,SO27,4,SO33,34,NA,NA,67,SO21,17,36,39,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1606,16-05-27,J01,SO,25,NA,none,10.1,,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,10,SO27,5,SO33,36,NA,NA,67,SO21,18,36,40,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-12,1607,16-05-27,J01,SO,30,NA,none,9.2,,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,10,SO27,6,SO33,38,NA,NA,67,SO21,19,36,41,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1594,16-05-27,J01,SO,22,NA,none,7.6,,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,9,SO27,7,SO33,40,NA,NA,68,SO21,20,38,19,5,BK,,,BROKEN CAUDAL FIN,,TS
2016-07-13,1608,16-06-04,J06,SO,10,NA,none,9.2,,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,10,SO27,8,SO33,41,NA,NA,67,SO21,21,36,42,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1595,16-06-04,J06,SO,9,NA,none,7.6,,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,9,SO27,9,SO33,43,NA,NA,68,SO21,22,38,20,5,BK,,,,,TS
2016-07-13,1609,16-06-04,J06,SO,7,NA,none,7.2,,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,10,SO27,12,SO33,45,NA,NA,67,SO21,24,36,43,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1559,16-06-04,J06,SO,8,NA,none,7.7,,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,12,SO27,11,SO33,47,NA,NA,67,SO21,23,37,4,5,YK,,,,,TS
2016-07-13,1596,16-06-04,J06,SO,6,NA,none,7,,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,9,SO27,13,SO33,49,NA,NA,68,SO21,25,38,21,5,BK,,,,,TS
2016-07-13,1560,16-06-04,J06,SO,4,NA,none,9.6,,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,12,SO27,14,SO33,52,NA,NA,67,SO21,26,37,5,5,YK,,,1 OTOLITH,,TS
2016-07-13,1597,16-06-04,J06,SO,5,NA,none,9,,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,9,SO27,15,SO33,54,NA,NA,68,SO21,27,38,22,5,BK,,,,,TS
2016-07-13,1610,16-06-04,J06,SO,2,NA,none,9.3,,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,10,SO27,16,SO33,56,NA,NA,67,SO21,28,36,44,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1598,16-06-04,J06,SO,3,NA,none,7.8,,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,9,SO27,17,SO33,58,NA,NA,68,SO21,28,38,23,5,BK,,,,,TS
2016-07-13,1611,16-06-04,J06,SO,1,NA,none,9.4,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,12,SO27,18,SO33,60,NA,NA,67,SO21,30,37,6,5,YK,,,,,TS
2016-07-13,1621,16-05-27,J09,SO,27,NA,none,6.5,,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,10,SO27,19,SO33,61,NA,NA,67,SO21,31,36,45,5,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1612,16-05-27,J09,SO,24,NA,none,9,,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,12,SO27,21,SO33,63,NA,NA,67,SO21,32,37,7,5,YK,,,,,TS
2016-07-13,1599,16-05-27,J09,SO,23,NA,none,8.4,,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,9,SO27,22,SO33,65,NA,NA,68,SO21,33,38,24,5,BK,,,,,TS
2016-07-13,1622,16-05-27,J09,SO,22,NA,none,9.1,,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,A,11,SO27,23,SO33,67,NA,NA,67,SO21,34,36,46,6,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1613,16-05-27,J09,SO,25,NA,none,7.3,,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,12,SO27,24,SO33,69,NA,NA,67,SO21,35,37,8,5,YK,,,,,TS
2016-07-13,1600,16-05-27,J09,SO,30,NA,none,7.7,,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,A,1,SO27,25,SO33,72,NA,NA,68,SO21,36,38,25,6,BK,,,,,TS
2016-07-13,1623,16-05-27,J09,SO,26,NA,none,10.7,,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,B,11,SO27,26,SO33,74,NA,NA,67,SO21,37,36,47,6,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1631,16-05-27,J09,SO,28,NA,none,11.5,,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,B,1,SO27,27,SO33,76,NA,NA,68,SO21,38,38,26,6,BK,,,,,TS
2016-07-13,1614,16-05-27,J09,SO,21,NA,none,8,,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,H,2,SO27,28,SO33,78,NA,NA,67,SO21,39,37,9,5,YK,,,,,TS
2016-07-13,1624,16-05-27,J09,SO,29,NA,none,8.6,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,C,11,SO27,29,SO33,80,NA,NA,67,SO21,40,36,48,6,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1625,16-06-03,J05,SO,27,NA,none,7.6,,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,11,SO27,31,SO33,81,NA,NA,67,SO21,41,36,49,6,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,WHITE SPLIN,BK
2016-07-13,1632,16-06-03,J05,SO,25,NA,none,8,,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,C,1,SO27,32,SO33,83,NA,NA,68,SO21,42,38,26,6,BK,,,,,TS
2016-07-13,1633,16-06-03,J05,SO,23,NA,none,7.7,,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,D,1,SO27,33,SO33,85,NA,NA,68,SO21,44,38,26,6,BK,,,,,TS
