ufn,package_id,species,seine_id,survey_id.x,survey_date,site_id,time_out,weight_field,fork_length_field,height,time_dewar,field_lice_id_protocol,fish_field_comments,analysis_planned,id_flag,eLab?,qc.x,order,survey_id.y,set_number,set_type,lat,lon,set_time,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,total_caught,collection_protocol,seine_comments,qc.y
U24917,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T10:10:00Z,6.8,92,17,NA,modified_salmoncaost_allstages,,JSP,N,yes,KB,69,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24918,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T10:14:00Z,7.9,96,18,NA,modified_salmoncaost_allstages,,JSP,N,yes,KB,70,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24919,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T10:16:00Z,8.4,99,18,NA,modified_salmoncaost_allstages,,JSP,N,yes,KB,71,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24920,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T10:19:00Z,8,98,17,NA,modified_salmoncaost_allstages,,JSP,N,yes,KB,72,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24761,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:51:00Z,7.2,97,12,NA,NA,,JSP,N,yes,KB,73,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24762,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:52:00Z,5.7,88,15,NA,NA,,JSP,N,yes,KB,74,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24763,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:54:00Z,5.2,87,16,NA,NA,,JSP,N,yes,KB,75,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24764,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:57:00Z,6.3,92,16,NA,NA,,JSP,N,yes,KB,76,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24765,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:58:00Z,4.4,83,15,NA,NA,,JSP,N,yes,KB,77,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24766,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T10:00:00Z,6.8,97,15,NA,NA,,JSP,N,yes,KB,78,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24767,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T10:02:00Z,6.1,91,16,NA,NA,,JSP,N,yes,KB,79,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24768,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T10:04:00Z,4.4,82,14,NA,NA,,JSP,N,yes,KB,80,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24769,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T10:05:00Z,6.1,89,16,NA,NA,,JSP,N,yes,KB,81,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24770,P1677,PI,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T10:07:00Z,5.9,88,16,NA,NA,,JSP,N,yes,KB,82,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24781,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:31:00Z,7.6,99,18,1899-12-30T08:43:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,83,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24782,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:32:00Z,5.6,86,16,1899-12-30T08:43:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,84,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24783,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:33:00Z,4.8,85,16,1899-12-30T08:54:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,85,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24784,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:34:00Z,3.6,79,13,1899-12-30T08:54:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,86,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24785,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:38:00Z,7.7,97,18,1899-12-30T09:13:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,87,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24786,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:39:00Z,8.2,100,19,1899-12-30T09:13:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,88,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24787,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:43:00Z,7.6,98,18,1899-12-30T09:23:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,89,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24788,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:49:00Z,3.9,77,14,1899-12-30T09:23:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,90,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24789,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:49:00Z,7.1,96,16,1899-12-30T09:23:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,91,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24790,P1679,CU,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:54:00Z,7.2,94,17,1899-12-30T09:23:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,92,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24771,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:29:00Z,8.4,96,16,1899-12-30T08:40:00Z,NA,,JSP,N,yes,KB,93,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24772,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:30:00Z,6,91,17,1899-12-30T08:40:00Z,NA,,JSP,N,yes,KB,94,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24773,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:30:00Z,5.9,92,15,1899-12-30T08:40:00Z,NA,,JSP,N,yes,KB,95,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24774,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:36:00Z,6.8,95,16,1899-12-30T08:51:00Z,NA,,JSP,N,yes,KB,96,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24775,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:41:00Z,4.4,84,13,1899-12-30T08:51:00Z,NA,,JSP,N,yes,KB,97,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24776,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:42:00Z,7.6,104,19,1899-12-30T09:03:00Z,NA,,JSP,N,yes,KB,98,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24777,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:46:00Z,4,90,15,1899-12-30T09:03:00Z,NA,,JSP,N,yes,KB,99,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24778,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:51:00Z,5.2,85,16,1899-12-30T09:12:00Z,NA,,JSP,N,yes,KB,100,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24779,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:52:00Z,5.8,90,15,1899-12-30T09:12:00Z,NA,,JSP,N,yes,KB,101,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24780,P1678,PI,DE910N1,DE910,2022-06-13T00:00:00Z,D09,1899-12-30T08:55:00Z,6.8,91,15,1899-12-30T09:12:00Z,NA,,JSP,N,yes,KB,102,DE910,1,targeted,50.30705,-125.334833,1899-12-30T08:05:00Z,1,1,0,yes,0,0,10,123,10,85,0,0,0,0,0,0,208,SEMSP,,KB
U24941,P1695,SO,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T10:34:00Z,15.5,119,22,1899-12-30T10:46:00Z,modified_salmoncaost_allstages,tail touched seat,JSP,N,yes,KB,103,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24921,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:17:00Z,16,121,24,1899-12-30T09:38:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,104,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24922,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:22:00Z,8.1,97,18,1899-12-30T09:38:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,105,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24923,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:24:00Z,13,110,21,1899-12-30T09:38:00Z,modified_salmoncaost_allstages,isopod,JSP,N,yes,KB,106,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24924,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:44:00Z,14.5,114,22,1899-12-30T10:06:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,107,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24925,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:46:00Z,13.5,113,21,1899-12-30T10:06:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,108,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24926,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:53:00Z,18.5,123,25,1899-12-30T10:13:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,109,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24927,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:55:00Z,12,113,20,1899-12-30T10:16:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,110,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24928,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:56:00Z,17,122,23,1899-12-30T10:21:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,111,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24929,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:58:00Z,14.5,115,21,1899-12-30T10:25:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,112,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24930,P1693,CU,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T10:25:00Z,13.5,114,22,1899-12-30T10:37:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,113,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24931,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:16:00Z,18.5,126,25,1899-12-30T09:34:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,114,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24932,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:19:00Z,14,116,21,1899-12-30T09:34:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,115,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24933,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:20:00Z,12.5,112,20,1899-12-30T09:46:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,116,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24934,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:26:00Z,15,121,23,1899-12-30T09:46:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,117,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24935,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:28:00Z,5.7,87,15,1899-12-30T09:50:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,118,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24936,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:31:00Z,4.6,85,14,1899-12-30T09:50:00Z,modified_salmoncaost_allstages,fish fell on the deck before ms222,JSP,N,yes,KB,119,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24937,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:34:00Z,6,90,15,1899-12-30T09:55:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,120,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24938,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:37:00Z,4.1,82,14,1899-12-30T09:55:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,121,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24939,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:39:00Z,3.1,75,13,1899-12-30T10:01:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,122,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U24940,P1694,PI,DE911N1,DE911,2022-06-14T00:00:00Z,D27,1899-12-30T09:41:00Z,5.4,81,14,1899-12-30T10:01:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,123,DE911,1,targeted,50.271917,-125.372633,1899-12-30T08:52:00Z,10,1,0,yes,1,1,10,74,10,52,0,0,0,0,0,0,127,SEMSP,,KB
U23171,P1518,SO,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T07:50:00Z,23.5,132,25,1899-12-30T08:06:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,124,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23172,P1518,SO,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T07:58:00Z,25.5,135,27,1899-12-30T08:18:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,125,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23173,P1518,SO,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:06:00Z,18,125,22,1899-12-30T08:23:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,126,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23174,P1518,SO,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:09:00Z,9,102,18,1899-12-30T08:27:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,127,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23175,P1518,SO,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:12:00Z,17.5,125,27,1899-12-30T08:37:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,128,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23176,P1518,SO,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:22:00Z,18,126,23,1899-12-30T08:45:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,129,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23177,P1518,SO,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:47:00Z,27,139,28,1899-12-30T09:03:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,130,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23181,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:33:00Z,12.5,111,19,1899-12-30T08:48:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,131,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23182,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:35:00Z,12,114,20,1899-12-30T08:52:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,132,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23183,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:39:00Z,11,105,19,1899-12-30T08:56:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,133,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23184,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:44:00Z,10.5,102,17,1899-12-30T09:05:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,134,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23185,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:45:00Z,10,105,19,1899-12-30T09:10:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,135,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23186,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:49:00Z,12.5,111,21,1899-12-30T09:12:00Z,NA,,JSP,N,yes,KB,136,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23187,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:51:00Z,6,91,15,1899-12-30T09:14:00Z,NA,,JSP,N,yes,KB,137,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23188,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:52:00Z,7.5,96,17,1899-12-30T09:17:00Z,NA,,JSP,N,yes,KB,138,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23189,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:53:00Z,11.5,113,20,1899-12-30T09:20:00Z,NA,,JSP,N,yes,KB,139,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U23190,P1519,CU,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:55:00Z,21,130,25,1899-12-30T09:27:00Z,NA,,JSP,N,yes,KB,140,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24081,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:57:00Z,2.6,88,14,1899-12-30T09:31:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,141,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24082,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:58:00Z,8,98,16,1899-12-30T09:33:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,142,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24083,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T08:59:00Z,8,100,18,1899-12-30T09:36:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,143,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24084,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T09:04:00Z,6,90,14,1899-12-30T09:38:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,144,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
