ufn,species,seine_id,field_liced,cal_cope,lep_cope,chal_a,chal_b,cm,cpaf,caf,cgf,lpam,lpaf,lam,laf,lgf,unid_cope,unid_chal,chal_scar,mot_scar,pred_scar,hemorrhaging,eroded_gill_plate,grazed_gill_plate,mate_guarding,pinched_belly,comments,analysis_planned
U16974,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16975,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16976,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16977,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16978,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16979,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16980,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16841,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16842,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16843,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16844,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16845,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16846,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16847,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16848,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16849,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16850,CO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16991,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16992,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16993,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16994,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16995,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16996,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16997,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16998,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16999,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U17000,SO,JE417N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16881,SO,JE418N1,All stages,2,0,14,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,SEMSP
U16882,SO,JE418N1,All stages,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16883,SO,JE418N1,All stages,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16884,SO,JE418N1,All stages,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16885,SO,JE418N1,All stages,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16886,SO,JE418N1,All stages,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16887,SO,JE418N1,All stages,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16888,SO,JE418N1,All stages,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16889,SO,JE418N1,All stages,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16890,SO,JE418N1,All stages,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16731,PI,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16732,PI,JE418N1,Motiles only,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16733,PI,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,bird,SEMSP
U16734,PI,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16735,PI,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,NA,NA,0,0,1,0,0,0,0,0,bird,SEMSP
U16736,PI,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16737,PI,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16738,PI,JE418N1,Motiles only,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16739,PI,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16740,PI,JE418N1,Motiles only,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16981,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16982,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,CP (wound / lesion),SEMSP
U16983,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16984,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,2,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,fish,SEMSP
U16985,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16986,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16987,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16988,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,1,1,0,0,0,0,"bird, ANF",SEMSP
U16989,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,ANF,SEMSP
U16990,CU,JE418N1,Motiles only,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16501,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16502,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16503,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16504,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16505,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16506,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16507,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16508,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16509,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16510,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16541,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16542,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16543,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16544,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16545,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16546,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16547,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16548,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16549,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16550,SO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16721,CO,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16591,HE,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16592,HE,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16593,HE,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16594,HE,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16595,HE,JE418N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16291,SO,DE520N3,All stages,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pelvic fin,SEMSP
U16292,SO,DE520N3,All stages,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16293,SO,DE520N3,All stages,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16294,SO,DE520N3,All stages,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,caudal fin previous clip,SEMSP
U16295,SO,DE520N3,All stages,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16296,SO,DE520N3,All stages,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16297,SO,DE520N3,All stages,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16298,SO,DE520N3,All stages,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U16031,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16032,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16033,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16034,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16035,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16036,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16037,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16038,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16039,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,mouth,SEMSP
U16040,PI,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16261,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16262,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16263,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16264,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16265,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16266,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16267,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16268,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16269,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16270,CU,DE520N3,Motiles only,NA,NA,NA,NA,0,0,0,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17091,SO,DE521N1,All stages,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U17092,SO,DE521N1,All stages,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U17093,SO,DE521N1,All stages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U17094,SO,DE521N1,All stages,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,SEMSP
U17095,SO,DE521N1,All stages,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U17096,SO,DE521N1,All stages,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U17097,SO,DE521N1,All stages,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U17098,SO,DE521N1,All stages,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,SEMSP
U17099,SO,DE521N1,All stages,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U17100,SO,DE521N1,All stages,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
U17101,PI,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17102,PI,DE521N1,Motiles only,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17103,PI,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17104,PI,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,NA,SEMSP
U17105,PI,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17106,PI,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17107,PI,DE521N1,Motiles only,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17108,PI,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17109,PI,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17110,PI,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17111,CU,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17112,CU,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17113,CU,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17114,CU,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17115,CU,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17116,CU,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17117,CU,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17118,CU,DE521N1,Motiles only,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17119,CU,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U17120,CU,DE521N1,Motiles only,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,SEMSP
U16011,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16012,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16013,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16014,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16015,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16016,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16017,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16018,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16019,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16020,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16021,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16022,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16023,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16024,SO,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16211,HE,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16212,HE,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16213,HE,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16214,HE,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16215,HE,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16216,HE,DE521N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP
U16801,SO,JE414N1,All stages,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP
