"","hakai_id","fork_length","comments"
"359","U4244",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"360","U4462",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"361","U4403",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"362","U10081",139,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"363","U10085",141,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"364","U10090",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"365","U10105",158,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"366","U10109",148,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"367","U10175",154,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"368","U10243",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"369","U10244",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"370","U10245",100,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"371","U10247",141,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"372","U10401",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"373","U10403",78,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"374","U10504",100,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"375","U10506",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"376","U12404",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"377","U12408",103,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"378","U12410",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"379","U12417",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"380","U12420",114,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"381","U12423",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"382","U12552",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"383","U12556",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"384","U10561",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"385","U10562",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"386","U10563",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"387","U10564",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"388","U10565",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"389","U10568",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"390","U10569",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"391","U10570",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"392","U10583",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"393","U10644",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"394","U10647",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"395","U10654",136,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"396","U10655",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"397","U10658",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"398","U10664",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"399","U12561",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"400","U12568",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"401","U12569",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"402","U12576",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"403","U12577",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"404","U12588",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"405","U12589",132,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"406","U10965",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"407","U10975",103,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"408","U10986",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"409","U12644",126,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"410","U12645",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"411","U12664",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"412","U12668",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"413","U11045",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"414","U11057",126,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"415","U11070",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"416","U12741",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"417","U12748",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"418","U11124",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"419","U11126",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"420","U11127",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"421","U11130",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"422","U12801",133,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"423","U12802",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"424","U12803",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"425","U12806",132,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"426","U12807",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"427","U12808",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"428","U12809",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"429","U12810",132,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"430","U12812",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"431","U12821",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"432","U12824",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"433","U10721",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"434","U10726",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"435","U10730",100,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"436","U10736",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"437","U10796",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"438","U10798",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"439","U12904",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"440","U12905",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"441","U12952",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"442","U12965",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"443","U12966",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"444","U12972",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"445","U10802",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"446","U10803",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"447","U10804",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"448","U10808",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"449","U10881",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"450","U10882",126,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"451","U10883",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"452","U16783",184,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"453","U16198",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"454","U16253",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"455","U16255",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"456","U16256",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"457","U16259",132,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"458","U16147",103,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"459","U16149",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"460","U16356",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"461","U16359",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"462","U16360",87,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"463","U16164",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"464","U16341",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"465","U16151",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"466","U16158",92,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"467","U16454",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"468","U16502",125,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"469","U16503",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"470","U16546",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"471","U16295",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"472","U16561",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"473","U16562",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"474","U16563",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"475","U16564",92,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"476","U16565",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"477","U16566",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"478","U16567",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"479","U16701",103,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"480","U5472",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"481","U5477",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"482","U5288",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"483","U5291",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"484","U5258",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"485","U5259",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"486","U5261",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"487","U5274",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"488","U5276",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"489","U5337",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"490","U5330",134,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"491","U5333",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"492","U5362",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"493","U5366",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"494","U5367",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"495","U5370",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"496","U5372",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"497","U5373",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"498","U5374",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"499","U5375",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"500","U5376",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"501","U5379",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"502","U5380",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"503","U5385",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"504","U5313",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"505","U5412",142,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"506","U5390",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"507","U5391",100,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"508","U5392",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"509","U5394",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"510","U5321",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"511","U5406",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"512","U5407",87,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"513","U5422",64,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"514","U5423",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"515","U5425",73,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"516","U5426",75,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"517","U5427",71,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"518","U5429",73,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"519","U5430",73,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"520","U5431",56,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"521","U16818",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"522","U16820",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"523","U16812",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"524","U16814",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"525","U17138",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"526","U17131",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"527","U17133",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"528","U17610",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"529","U17229",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"530","U16880",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"531","U16878",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"532","U16748",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"533","U16742",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"534","U16620",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"535","U16618",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"536","U16619",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"537","U17289",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"538","U17286",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"539","U17687",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"540","U17683",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"541","U16210",74,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"542","U17502",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"543","U17501",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"544","U17503",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"545","U17260",92,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"546","U16678",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"547","U16415",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"548","U16411",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"549","U16419",88,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"550","U17157",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"551","U17159",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"552","U17155",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"553","U17156",78,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"554","U17158",77,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"555","U16575",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"556","U16487",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"557","U16488",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"558","U16489",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"559","U16482",86,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"560","U16485",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"561","U16481",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"562","U17188",80,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"563","U17186",75,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"564","U17185",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"565","U17181",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"566","U16653",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"567","U16657",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"568","U17469",80,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"569","U17454",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"570","U17458",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"571","U17459",88,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"572","U17460",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"573","U17451",86,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"574","U17457",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"575","U16037",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"576","U16038",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"577","U16034",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"578","U16039",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"579","U16040",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"580","U16033",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"581","U17464",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"582","U16737",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"583","U17939",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"584","U17936",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"585","U17940",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"586","U17931",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"587","U16043",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"588","U16045",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"589","U16042",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"590","U16445",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"591","U16450",54,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"592","U16448",67,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"593","U16449",66,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"594","U16478",77,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"595","U16477",60,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"596","U17309",82,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"597","U17307",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"598","U17480",87,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"599","U17472",79,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"600","U17479",86,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"601","U17478",77,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"602","U17476",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"603","U17209",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"604","U17207",75,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"605","U17206",80,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"606","U17491",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"607","U17494",73,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"608","U16225",78,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"609","U16224",78,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"610","U16222",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"611","U16474",71,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"612","U16471",78,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"613","U16472",77,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"614","U2528",88,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"615","U5057",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"616","U5061",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"617","U5058",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"618","U5060",100,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"619","U4918",134,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"620","U2861",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"621","U2863",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"622","U2869",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"623","U2517",100,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"624","U3227",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"625","U2529",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"626","U2638",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"627","U2641",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"628","U2845",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"629","U2844",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"630","U2640",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"631","U2639",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"632","U2637",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"633","U2644",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"634","U2521",134,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"635","U2643",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"636","U2857",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"637","U2853",138,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"638","U2851",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"639","U2894",139,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"640","U2895",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"641","U2898",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"642","U2516",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"643","U2834",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"644","U5050",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"645","U5049",127,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"646","U2884",137,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"647","U2886",146,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"648","U2883",132,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"649","U3210",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"650","U3211",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"651","U3209",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"652","U3237",127,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"653","U2541",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"654","U5065",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"655","U3236",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"656","U3225",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"657","U2538",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"658","U3234",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"659","U3224",136,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"660","U3215",136,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"661","U3219",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"662","U2875",133,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"663","U2872",126,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"664","U2873",136,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"665","U2874",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"666","U3876",57,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"667","U3884",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"668","U3845",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"669","U3891",86,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"670","U3846",52,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"671","U3890",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"672","U3843",66,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"673","U3847",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"674","U3866",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"675","U3822",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"676","U3870",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"677","U3872",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"678","U3823",127,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"679","U3815",125,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"680","U3440",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"681","U3868",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"682","U3858",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"683","U3864",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"684","U3862",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"685","U3861",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"686","U3860",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"687","U3863",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"688","U3755",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"689","U3761",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"690","U3756",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"691","U3798",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"692","U3797",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"693","U3796",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"694","U3841",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"695","U3808",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"696","U3809",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"697","U3788",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"698","U3787",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"699","U3820",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"700","U3806",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"701","U3819",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"702","U3880",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"703","U3881",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"704","U3897",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"705","U4906",80,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"706","U3896",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"707","U4903",82,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"708","U3835",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"709","U3840",135,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"710","U3769",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"711","U3766",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"712","U3291",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"713","U3293",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"714","U2551",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"715","U4909",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"716","U4916",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
